Rainintensity,Relative_humidity,Precipitable_water,temperature
11.67000008,50.42999268,55.36999512,306.8900146
15.77000046,79.38999939,50.8999939,301.789978
11.64000034,81.49000549,51.86000061,301.0599976
4.079999924,70.56999207,50.61000061,298.9500122
4.429999828,40.83999634,45.88000488,296.4500122
0.170000002,32.76998901,48.50999451,292.7399902
0,30.8999939,50.11000061,289.4299927
0.75999999,38.79998779,44.55000305,288.1900024
0.75999999,33.52999878,45.05000305,291.7200012
0.860000014,32.01998901,46.1000061,296.0100098
0.159999996,18.01998901,46.30999756,302.4500122
0.579999983,20.47000122,48.41000366,306.9599915
2.720000029,34.11999512,52.30000305,307.8599854
9.239999771,69.86000061,49.67999268,303.0200195
8.369999886,81.41999817,54.6499939,300.9599915
7.900000095,76.83000183,55.21000671,299.5700073
0.709999979,41.3999939,49.22999573,297.9100037
2.140000105,40.36999512,53.22999573,292.3399963
0.639999986,41.69000244,52.11000061,290.0800171
0.939999998,45.45999146,49.13999939,288.4700012
0.850000024,36.57998657,47.80999756,292
0.360000014,30.73001099,42.96000671,298.6499939
0.349999994,17.29000854,45.31999207,302.2399902
0.25,18.64001465,49.8500061,306.5499878
7.690000057,49.08999634,52.05999756,305.4799805
9.989999771,72.58999634,49.5,302.5899963
11.89000034,83.97999573,50.13000488,300.5800171
5.769999981,73.19999695,54.55999756,300.039978
1.090000033,48.06999207,54.6499939,296.3099976
0,35.67999268,51.1000061,291.039978
0,33.35998535,50.55000305,288.7200012
0.270000011,36.20001221,42.36999512,287.9799805
0.059999999,27.80999756,53.11000061,290.6400146
0.230000004,27.54000854,42.41000366,296.8399963
0.829999983,23.95001221,43.50999451,301.6099854
1.190000057,20.22000122,48.11999512,306.3399963
6.46999979,40.42999268,47.19000244,305.5700073
10.13000011,79.74000549,54.72999573,301.9299927
11.77999973,80.31999207,51.69000244,300.8800049
5.929999828,77.83999634,49.27000427,299.4700012
2.150000095,53.41999817,47.21000671,296.5599976
1.899999976,53.36999512,48.24000549,292.9899902
1.340000033,64.1000061,48.33999634,288.7600098
1.429999948,48.05000305,44.91999817,287.8599854
0.5,43.22000122,39.47000122,291.8800049
1.450000048,45.45001221,37.47000122,292.9199829
0.460000008,31.32998657,40.94999695,300.9400024
1.590000033,31.48999023,52.94000244,305.0700073
3.940000057,49.66000366,58.1499939,306.0800171
6.789999962,80.63000488,52.47000122,301.3999939
8.460000038,86.1000061,52.8500061,300.7399902
9.210000038,83.8999939,54.8999939,300.0899963
3.410000086,57.92999268,54.77999878,297.0499878
0.949999988,50.75,54.69999695,293.3499756
0,38.38000488,53.77000427,289.5899963
0.02,39.16000366,54.61999512,289.1600037
0.319999993,35.98999023,47.72000122,293.8499756
0,21.17999268,47.41999817,297.5299988
0,13.79998779,50.66999817,302.5599976
1.600000024,21.05999756,51.97000122,307.2000122
7.309999943,46.83000183,48.6000061,305.6900024
11.35000038,73.3500061,51,302.5800171
10.35999966,83.83000183,51.47000122,300.6300049
5.940000057,84.41000366,47.46000671,299.7799988
2.849999905,59.27999878,46.91999817,296.6799927
0.050000001,39.77999878,49.52000427,292.2399902
0.039999999,38.64001465,53.19999695,288.8499756
0.209999993,39.51998901,45.77000427,288.6900024
0.629999995,36.86999512,50.86999512,289.8599854
0.059999999,28.39001465,45.17999268,295.8200073
0.170000002,18.57998657,46.75999451,301.9100037
0.99000001,30.07998657,43.75999451,306.7600098
4.929999828,61.08000183,51.6000061,303.6300049
6.090000153,75.52000427,49.19999695,302.2000122
4.119999886,69.80000305,52.61000061,302.0999756
7.440000057,70.5,45.05000305,299.8499756
0.200000003,30.88000488,51.44000244,297.8900146
0,28.13000488,51.16999817,293.1900024
0.100000001,31.04000854,52.6499939,289.6400146
0.090000004,29.30999756,49.63999939,288.5
0.100000001,23.89001465,46.44999695,291.7999878
0.75999999,18.52999878,51.50999451,297.4400024
0.560000002,17.36999512,45.41000366,303.0299988
1.590000033,26.64001465,43.67999268,307.2999878
9.569999695,64.46000671,53.47999573,303.7399902
13.18999958,81.77000427,51.22000122,301.5200195
8.819999695,72.38000488,56.16000366,302.6799927
2.480000019,56.81999207,52.69999695,300.8099976
1.950000048,47.91999817,51.66999817,297.2099915
0.050000001,30.92999268,51.06999207,293.0100098
0,33.80999756,50,290.2299805
0.469999999,42.77999878,44.97000122,290.039978
0.349999994,41.91000366,41.27000427,291.5599976
0.519999981,24.25,40.21000671,296.8499756
0.119999997,19.01998901,42.41999817,301.8999939
0.99000001,23.83999634,46.66999817,304.4500122
3.220000029,47.47999573,51.19999695,306.0200195
6.860000134,63.53999329,49.69000244,304.1799927
10.69999981,76.52999878,51.75,301.8999939
6.230000019,66.63000488,50.88999939,300.1799927
1.960000038,40.35998535,45.44999695,297.6499939
0.039999999,30.30999756,49.78999329,293.9799805
0.079999998,32.88000488,46.25999451,290.0499878
0.140000001,35.07998657,46.71000671,290.0200195
1.129999995,46.71000671,43.6000061,291.8999939
0.74000001,26.13000488,46.16000366,296.4299927
0.819999993,20.73001099,38.52000427,302.6199951
0.540000021,17.1000061,50.75999451,306.1300049
5.110000134,39.47000122,47.91999817,307.5800171
7.639999866,73.61999512,49.31999207,302.3099976
8.609999657,82.55000305,52.49000549,301.6400146
9.600000381,86.19999695,53.75,299.8200073
5.590000153,58.75999451,54.52999878,295.9799805
0.02,37.82000732,47.38999939,291.9100037
0.49000001,41.88000488,55.91999817,289.5599976
0.660000026,46.26998901,48.06999207,289.3599854
0,30.10998535,44.63000488,292.0100098
0.469999999,21.45999146,40.21000671,298.8499756
1.370000005,26.94000244,40.22999573,303.7600098
0.910000026,26.1000061,49.96000671,305.7399902
10.14000034,60.30000305,50.75,303.9899902
6.739999771,76.36999512,47.05000305,301.7200012
12.09000015,82.95999146,47.86999512,301.0100098
4.739999771,67.50999451,44.6000061,300.7200012
1.809999943,47.55000305,46.38000488,295.5499878
0.02,33.80999756,43.00999451,292.3300171
0.07,36.82000732,51.83000183,289.8800049
1.320000052,44.42001343,41.30999756,289.5
0.800000012,50.94000244,39.83999634,292.5
0.460000008,41.58999634,44.66000366,297.8399963
0.340000004,19.75,37.97000122,301.0700073
0.319999993,22.35998535,50.5,305.2700195
4.989999771,31.20001221,53.8500061,308.4199829
9.479999542,84.06999207,53.05000305,300.7999878
8.409999847,78.36999512,49.83000183,301.4400024
5.019999981,76.52999878,53.02999878,300.2999878
1.129999995,51.47999573,49.27999878,297.0100098
0.02,38.23001099,47.31999207,291.8699951
0.189999998,34.72000122,54.53999329,289.3800049
0,32.88000488,45.24000549,290.2999878
0,26.95999146,48.21000671,295.6699829
1.370000005,32.76998901,42.77000427,297.3900146
0.439999998,21.79000854,45.47000122,302.8599854
2.779999971,36.27999878,47.66999817,306.3999939
6.269999981,46.81999207,52.30999756,305.5200195
16.32999992,82.06999207,55.00999451,301.6199951
9.020000458,80.30000305,53.6000061,301.3200073
5.119999886,74.1000061,52.63999939,300.5299988
0.460000008,44.25,51.92999268,299.2299805
0.100000001,38.11999512,45.75999451,293.9500122
0.01,38.8999939,48.19999695,291.4500122
0,27.04000854,55.08999634,290.3800049
2.599999905,46.14001465,46.02000427,292.8800049
0.430000007,37.98001099,43.46000671,295.2299805
0.579999983,27.61999512,44.02999878,303.2399902
1.25999999,35.20001221,53.63000488,305.4700012
4.099999905,45.1499939,52.22999573,306.1600037
8.81000042,87.06999207,52.05999756,300.6900024
6.46999979,81.94999695,54.97000122,301.1699829
8.050000191,76.66000366,54.8500061,300.2099915
0.5,43.55999756,50.33000183,295.8800049
0.119999997,38.79998779,46.91999817,292.3099976
0.079999998,36.60998535,48.8500061,289.8699951
0.49000001,42.05999756,48.63000488,290.1400146
0.360000014,31.73001099,49.22999573,290.1799927
0.649999976,19.70001221,48.17999268,298.8300171
0.469999999,27.82000732,47.52999878,302.2299805
1.24000001,28.26998901,52.58000183,305.9100037
12.92000008,81.05000305,53.05000305,300.9700012
9.369999886,85.63000488,54.08999634,300.0599976
8.909999847,85.28999329,53.69000244,300.2700195
3.450000048,76.06999207,53.72999573,299.5999756
0.25999999,52.46000671,51,296.7399902
0.029999999,43.95001221,56.63000488,292.8599854
0.079999998,39.67999268,54.74000549,290.4599915
0.140000001,43.32000732,51.78999329,291.9500122
0,31.45001221,48.02999878,294.1499939
0.079999998,23.41000366,47.8500061,298.1499939
0.200000003,19.04000854,50.66000366,302.9899902
1.590000033,28.8999939,54.77999878,306.4899902
2.589999914,27.22000122,50.49000549,307.9599915
8.670000076,83.30999756,53.55999756,301.6799927
6.070000172,73.55000305,52.33000183,302.3800049
4.610000134,70.8999939,53.91999817,301.039978
1.75,47.27000427,53.11999512,297.3099976
0.779999971,39.70999146,53.21000671,293.4799805
0.180000007,36.41000366,46.66000366,291.3399963
0,32.86999512,49.88999939,291.5999756
0.01,35.3999939,40.25,292.75
0,23.26000977,41.24000549,299.4299927
0.200000003,17.60998535,43.46000671,305.3800049
1.179999948,22.23001099,50.58000183,308.4799805
3.269999981,38.83999634,52.96000671,307.8699951
6.650000095,71.61999512,54.16999817,302.7799988
4.659999847,74.78999329,53.8999939,302.2200012
6.630000114,74.83999634,51.11999512,300.1199951
1.580000043,46.47000122,56.69999695,298.6499939
0.079999998,43.29998779,54.41000366,295.2799988
0.779999971,39.22000122,53.05000305,290.5899963
0.02,35.07000732,54.17999268,289.5499878
0.209999993,37.73001099,46.55999756,292.75
0.059999999,25.8500061,55.11999512,297.1900024
1.25,33.07000732,50.58000183,299.4400024
1.330000043,29.98999023,49.63000488,306.6799927
13.18000031,55.99000549,53.30999756,305.4400024
6.820000172,85.30999756,52.47999573,300.75
10.07999992,86.70999146,51.71000671,300.3399963
11.14999962,82.75999451,53.81999207,299.5499878
1.00999999,51.02999878,51.27000427,296.4599915
0,44.79998779,51.97999573,293.2799988
0.119999997,45.8500061,57.63999939,288.3200073
1.610000014,57.88000488,53.61999512,287.4700012
0.219999999,45.20999146,50.31999207,290.039978
0.059999999,27.48001099,50.02000427,295.4700012
0.639999986,36.98999023,45.52999878,301.4899902
0.330000013,20.16000366,49.08000183,305.8800049
3.970000029,32.48999023,53.16999817,309.1699829
11.27000046,78.22000122,55.67999268,302.6600037
13.43999958,85.95999146,52.75999451,300.7999878
7.03000021,75.13000488,57.11000061,300.4400024
0.810000002,41.54998779,49.81999207,297.2099915
1.879999995,42.1000061,52.31999207,292.2099915
0.01,42.33999634,49.97000122,290.0499878
0,37.29000854,47.69000244,287.9199829
0.889999986,50.83999634,50.55000305,291.7799988
0.319999993,30.32998657,45.38999939,297.4799805
1.179999948,29.04998779,51.55999756,302.6199951
2.029999971,16.95999146,50.61000061,307.2299805
6.460000038,67.22999573,53.91999817,303.5499878
7.96999979,85.58999634,54.8999939,301.0700073
10.31000042,84.91999817,53.30999756,300.8399963
7.03000021,78.69999695,53.08000183,300.3300171
9.180000305,78.11000061,50.61999512,296.5999756
0,50.81999207,53.3999939,292.3699951
0,47.6499939,54.13000488,289.8300171
1.169999957,60.33999634,47.38999939,289.4400024
2.480000019,54.3500061,43.97000122,291.1300049
0.810000002,42.20999146,41.38999939,295.7000122
0.540000021,27.04000854,45.86999512,302.0200195
1.970000029,34.17001343,49.19999695,305.7399902
3.779999971,39.1499939,54.27999878,307.0999756
7.480000019,74.16999817,55.5,302.9299927
8.670000076,79.47999573,51.97000122,301.0999756
5.090000153,75.30999756,52.31999207,300.0599976
2.109999895,49.75,48.46000671,297.4599915
0,36.38000488,49.3999939,293.1400146
0.730000019,50.52999878,54.47999573,288.6400146
1.230000019,56,53.61999512,289.2000122
0.189999998,38.70001221,42.00999451,293.7299805
0.949999988,43.48001099,37.30000305,295.4799805
1.080000043,43.20999146,42.16999817,300.1799927
0.769999981,27.32998657,45.28999329,306.4599915
7.28000021,49.38999939,50.99000549,305.8800049
14.22999954,77.16999817,52.1499939,301.7299805
11.18999958,82,51.63999939,301.0700073
3.119999886,63.1499939,51.36999512,301.2600098
0.980000019,37.38000488,48.16999817,298.8900146
0,37.70001221,51.58999634,295.8900146
0.319999993,36.8500061,47.13000488,289.8999939
0.419999987,35.14001465,43.16999817,289.789978
0.119999997,34.63000488,50.44999695,293.8300171
0.829999983,33.83999634,40.38999939,298.539978
0.180000007,17.6499939,43.08999634,305.4700012
1.340000033,32.67001343,51.38000488,306.789978
1.669999957,59.61999512,55.61999512,304.6300049
11.15999985,87.80000305,52.3500061,300.5299988
14.14999962,86.49000549,57.06999207,300.539978
7.599999905,85.36000061,58.11999512,300.1699829
2.410000086,59.71000671,60.30999756,297.289978
0,44.45001221,51.33999634,292.0800171
0,44.33999634,54.50999451,289.8300171
0.25,45.89001465,54.06999207,290.2299805
0.07,30.70999146,50.52000427,292.4799805
0.129999995,26.60998535,50.00999451,296.5999756
0.180000007,25.95001221,46.36999512,303.4899902
0.899999976,34.14001465,56.56999207,307.0800171
4.190000057,51.06999207,56.02000427,305.8999939
15.86999989,83.19000244,54.61999512,301.2000122
7.820000172,85.24000549,57,300.2399902
3.220000029,73.86999512,55.55000305,300.4400024
0.949999988,51.46000671,55.97000122,298.7200012
0,42.6499939,54.24000549,293.4700012
0,40.04998779,53.80999756,291.1199951
0,33.67001343,56.13999939,289.0200195
0.479999989,33.51000977,45.88999939,293.8300171
0,24.04000854,44.52000427,300.25
0.699999988,41.01000977,44.44999695,302.7200012
1.570000052,39.91000366,49.19999695,306.3599854
3.220000029,54.27000427,53.33999634,305.8999939
11.77000046,77.80999756,56.33000183,302.0599976
8.600000381,81.95999146,53.75999451,300.6699829
3.950000048,74.25,54.27000427,299.4299927
0.25999999,38.33999634,45.94999695,297.2700195
0,37.79998779,51.19999695,293.5100098
0.800000012,41.97000122,50.30000305,289.3900146
0.180000007,44.3999939,51.80999756,289.1499939
0.419999987,46.51000977,39.74000549,292.2099915
0.600000024,38.70999146,40.6000061,294.9700012
0.660000026,34.79000854,40.11999512,302.1099854
0.370000005,25.51998901,47.94000244,306.2999878
4.03000021,39.79998779,56.74000549,307.289978
7.090000153,72.80000305,51.56999207,302.4500122
10.5,81.70999146,54.72999573,301.5100098
8.979999542,81.55000305,47.78999329,300.3699951
2.130000114,51.94000244,45.83000183,296.7700195
0,42.98001099,50.42999268,294.6600037
0.660000026,52.71000671,49.75,289.1799927
0.819999993,59.75999451,46.83000183,288.3599854
1.059999943,42.70001221,44.30000305,290.3999939
3.059999943,47.83999634,42.03999329,295.2000122
1.210000038,29.1499939,44.27000427,300.9799805
1.620000005,32.44355011,50.69678497,303.3642578
9.43999958,61.46666718,55.27166748,302.8365479
7.289999962,73.79032135,54.20000076,302.4491272
10.89000034,87.37903595,54.17258072,301.0675659
12.81999969,77.21666718,56.53416443,300.7953796
